class_index,make_id,make_name,model_id,class_name,folder_path,sample_image,total_samples,correct_samples,accuracy_pct
0,78,Audi,1,Audi A3 hatchback,../../compcars_cctv/extracted/data_extracted/data/image/78/1,../../compcars_cctv/extracted/data_extracted/data/image/78/1/2014/3ac218c0c6c378.jpg,69,42,60.87
1,78,Audi,2,Audi A4L,../../compcars_cctv/extracted/data_extracted/data/image/78/2,../../compcars_cctv/extracted/data_extracted/data/image/78/2/2013/9c3b571b534d77.jpg,82,64,78.05
2,78,Audi,3,Audi A6L,../../compcars_cctv/extracted/data_extracted/data/image/78/3,../../compcars_cctv/extracted/data_extracted/data/image/78/3/2010/f0819a90b50eb1.jpg,66,33,50.0
3,78,Audi,4,Audi Q3,../../compcars_cctv/extracted/data_extracted/data/image/78/4,../../compcars_cctv/extracted/data_extracted/data/image/78/4/2012/46b2122d16ff85.jpg,29,20,68.97
4,78,Audi,5,Audi Q5,../../compcars_cctv/extracted/data_extracted/data/image/78/5,../../compcars_cctv/extracted/data_extracted/data/image/78/5/2011/b11cf9915c00e0.jpg,75,44,58.67
5,78,Audi,11,Audi A3 sedan,../../compcars_cctv/extracted/data_extracted/data/image/78/11,../../compcars_cctv/extracted/data_extracted/data/image/78/11/2014/fb736dcd3dfb74.jpg,26,18,69.23
6,78,Audi,19,Audi A1,../../compcars_cctv/extracted/data_extracted/data/image/78/19,../../compcars_cctv/extracted/data_extracted/data/image/78/19/2012/bbc4976880a3e1.jpg,41,24,58.54
7,78,Audi,21,Audi A4 estate,../../compcars_cctv/extracted/data_extracted/data/image/78/21,../../compcars_cctv/extracted/data_extracted/data/image/78/21/2014/faa4b577fbe8f0.jpg,18,12,66.67
8,78,Audi,22,Audi A5 convertible,../../compcars_cctv/extracted/data_extracted/data/image/78/22,../../compcars_cctv/extracted/data_extracted/data/image/78/22/2010/f927700bf7b496.jpg,45,28,62.22
9,78,Audi,23,Audi A5 coupe,../../compcars_cctv/extracted/data_extracted/data/image/78/23,../../compcars_cctv/extracted/data_extracted/data/image/78/23/2012/c60fee6518c354.jpg,54,36,66.67
10,78,Audi,24,Audi A5 hatchback,../../compcars_cctv/extracted/data_extracted/data/image/78/24,../../compcars_cctv/extracted/data_extracted/data/image/78/24/2010/970467a3f4724a.jpg,52,17,32.69
11,78,Audi,26,Audi A7,../../compcars_cctv/extracted/data_extracted/data/image/78/26,../../compcars_cctv/extracted/data_extracted/data/image/78/26/2015/b09759873e4b70.jpg,52,39,75.0
12,78,Audi,27,Audi A8L,../../compcars_cctv/extracted/data_extracted/data/image/78/27,../../compcars_cctv/extracted/data_extracted/data/image/78/27/2012/044351578f85e6.jpg,88,61,69.32
13,78,Audi,32,Audi Q7,../../compcars_cctv/extracted/data_extracted/data/image/78/32,../../compcars_cctv/extracted/data_extracted/data/image/78/32/2013/d8cd1301b8b7f6.jpg,71,57,80.28
14,78,Audi,34,Audi S5 convertible,../../compcars_cctv/extracted/data_extracted/data/image/78/34,../../compcars_cctv/extracted/data_extracted/data/image/78/34/2010/91b00bbbe7cfe6.jpg,27,18,66.67
15,78,Audi,39,Audi S8,../../compcars_cctv/extracted/data_extracted/data/image/78/39,../../compcars_cctv/extracted/data_extracted/data/image/78/39/2009/15d3e4c109f581.jpg,24,8,33.33
16,78,Audi,42,Audi TTS coupe,../../compcars_cctv/extracted/data_extracted/data/image/78/42,../../compcars_cctv/extracted/data_extracted/data/image/78/42/2015/e82f713ac46c25.jpg,31,19,61.29
17,78,Audi,44,Audi TT coupe,../../compcars_cctv/extracted/data_extracted/data/image/78/44,../../compcars_cctv/extracted/data_extracted/data/image/78/44/2013/0948b51a4729b3.jpg,41,34,82.93
18,81,BWM,68,BWM 3 Series,../../compcars_cctv/extracted/data_extracted/data/image/81/68,../../compcars_cctv/extracted/data_extracted/data/image/81/68/2010/19e42797071a49.jpg,140,87,62.14
19,81,BWM,69,BWM X1,../../compcars_cctv/extracted/data_extracted/data/image/81/69,../../compcars_cctv/extracted/data_extracted/data/image/81/69/2012/23fe2158ed15e9.jpg,64,22,34.38
20,81,BWM,70,BWM 5 Series,../../compcars_cctv/extracted/data_extracted/data/image/81/70,../../compcars_cctv/extracted/data_extracted/data/image/81/70/2012/d564e03b98b160.jpg,115,74,64.35
21,81,BWM,75,BWM M5,../../compcars_cctv/extracted/data_extracted/data/image/81/75,../../compcars_cctv/extracted/data_extracted/data/image/81/75/2012/84096e006bdba0.jpg,28,20,71.43
22,81,BWM,84,BWM 2 Series,../../compcars_cctv/extracted/data_extracted/data/image/81/84,../../compcars_cctv/extracted/data_extracted/data/image/81/84/2014/ed7b1d778e2751.jpg,14,7,50.0
23,81,BWM,85,BWM 3 Series GT,../../compcars_cctv/extracted/data_extracted/data/image/81/85,../../compcars_cctv/extracted/data_extracted/data/image/81/85/2013/84104e35051280.jpg,17,6,35.29
24,81,BWM,86,BWM 3 Series convertible,../../compcars_cctv/extracted/data_extracted/data/image/81/86,../../compcars_cctv/extracted/data_extracted/data/image/81/86/2011/6ecb4d49a65fac.jpg,14,7,50.0
25,81,BWM,88,BWM 3 Series estate,../../compcars_cctv/extracted/data_extracted/data/image/81/88,../../compcars_cctv/extracted/data_extracted/data/image/81/88/2013/49d2d1f4b3e447.jpg,21,8,38.1
26,81,BWM,89,BWM 3 Series coupe,../../compcars_cctv/extracted/data_extracted/data/image/81/89,../../compcars_cctv/extracted/data_extracted/data/image/81/89/2009/6487c6d1895e7e.jpg,28,13,46.43
27,81,BWM,91,BWM 4 Series convertible,../../compcars_cctv/extracted/data_extracted/data/image/81/91,../../compcars_cctv/extracted/data_extracted/data/image/81/91/2014/dbb10c6a0307df.jpg,14,8,57.14
28,81,BWM,94,BWM 5 Series GT,../../compcars_cctv/extracted/data_extracted/data/image/81/94,../../compcars_cctv/extracted/data_extracted/data/image/81/94/2010/9c945f747a42e6.jpg,41,17,41.46
29,81,BWM,100,BWM 6 Series,../../compcars_cctv/extracted/data_extracted/data/image/81/100,../../compcars_cctv/extracted/data_extracted/data/image/81/100/2013/2f0ebcfbaafaf6.jpg,29,22,75.86
30,81,BWM,101,BWM 7 Series,../../compcars_cctv/extracted/data_extracted/data/image/81/101,../../compcars_cctv/extracted/data_extracted/data/image/81/101/2010/31f0572a434859.jpg,43,15,34.88
31,81,BWM,103,BWM X3,../../compcars_cctv/extracted/data_extracted/data/image/81/103,../../compcars_cctv/extracted/data_extracted/data/image/81/103/2013/13b57e8a15ec19.jpg,71,39,54.93
32,81,BWM,104,BWM X4,../../compcars_cctv/extracted/data_extracted/data/image/81/104,../../compcars_cctv/extracted/data_extracted/data/image/81/104/2014/bd930550d79041.jpg,16,11,68.75
33,81,BWM,105,BWM X5,../../compcars_cctv/extracted/data_extracted/data/image/81/105,../../compcars_cctv/extracted/data_extracted/data/image/81/105/2008/755354a9fa26c5.jpg,74,19,25.68
34,81,BWM,106,BWM X6,../../compcars_cctv/extracted/data_extracted/data/image/81/106,../../compcars_cctv/extracted/data_extracted/data/image/81/106/2014/b13c50b5070201.jpg,38,29,76.32
35,81,BWM,118,BWM 1 Series hatchback,../../compcars_cctv/extracted/data_extracted/data/image/81/118,../../compcars_cctv/extracted/data_extracted/data/image/81/118/2012/deda6135edb0c5.jpg,32,19,59.38
36,77,Benz,124,Benz C Class,../../compcars_cctv/extracted/data_extracted/data/image/77/124,../../compcars_cctv/extracted/data_extracted/data/image/77/124/2014/c5f89e6802230d.jpg,67,46,68.66
37,77,Benz,126,Benz GLK Class,../../compcars_cctv/extracted/data_extracted/data/image/77/126,../../compcars_cctv/extracted/data_extracted/data/image/77/126/2011/ce3e58987298c4.jpg,81,66,81.48
38,77,Benz,127,Benz E Class,../../compcars_cctv/extracted/data_extracted/data/image/77/127,../../compcars_cctv/extracted/data_extracted/data/image/77/127/unknown/48f1b123eeedce.jpg,135,76,56.3
39,77,Benz,130,Benz C Class AMG,../../compcars_cctv/extracted/data_extracted/data/image/77/130,../../compcars_cctv/extracted/data_extracted/data/image/77/130/2014/8c2447eacf888a.jpg,30,24,80.0
40,77,Benz,132,Benz G Class AMG,../../compcars_cctv/extracted/data_extracted/data/image/77/132,../../compcars_cctv/extracted/data_extracted/data/image/77/132/2013/9ca6105df03f7f.jpg,27,24,88.89
41,77,Benz,147,Benz A Class,../../compcars_cctv/extracted/data_extracted/data/image/77/147,../../compcars_cctv/extracted/data_extracted/data/image/77/147/2013/c820c2892eecbe.jpg,24,9,37.5
42,77,Benz,152,Benz C Class estate,../../compcars_cctv/extracted/data_extracted/data/image/77/152,../../compcars_cctv/extracted/data_extracted/data/image/77/152/2011/3c2e0ebc19f041.jpg,33,25,75.76
43,77,Benz,153,Benz E Class convertible,../../compcars_cctv/extracted/data_extracted/data/image/77/153,../../compcars_cctv/extracted/data_extracted/data/image/77/153/2013/b6421827a819ab.jpg,35,22,62.86
44,77,Benz,154,Benz E Class couple,../../compcars_cctv/extracted/data_extracted/data/image/77/154,../../compcars_cctv/extracted/data_extracted/data/image/77/154/2010/7cf673c660715d.jpg,44,24,54.55
45,77,Benz,156,Benz GL Class,../../compcars_cctv/extracted/data_extracted/data/image/77/156,../../compcars_cctv/extracted/data_extracted/data/image/77/156/2013/0c91431a8bf9f9.jpg,25,17,68.0
46,77,Benz,159,Benz R Class,../../compcars_cctv/extracted/data_extracted/data/image/77/159,../../compcars_cctv/extracted/data_extracted/data/image/77/159/2014/7910f301b55018.jpg,33,16,48.48
47,77,Benz,160,Benz SLK Class,../../compcars_cctv/extracted/data_extracted/data/image/77/160,../../compcars_cctv/extracted/data_extracted/data/image/77/160/2010/8bafcfeb1233d3.jpg,31,26,83.87
48,77,Benz,162,Benz S Class,../../compcars_cctv/extracted/data_extracted/data/image/77/162,../../compcars_cctv/extracted/data_extracted/data/image/77/162/2011/d26fa33358faa7.jpg,49,30,61.22
49,54,Buck,187,encore,../../compcars_cctv/extracted/data_extracted/data/image/54/187,../../compcars_cctv/extracted/data_extracted/data/image/54/187/2013/6cdb6cff401f74.jpg,29,18,62.07
50,54,Buck,188,Buick GL8 Luxury Business,../../compcars_cctv/extracted/data_extracted/data/image/54/188,../../compcars_cctv/extracted/data_extracted/data/image/54/188/2014/5d5900810eaa2a.jpg,37,36,97.3
51,54,Buck,189,Buick GL8 Business,../../compcars_cctv/extracted/data_extracted/data/image/54/189,../../compcars_cctv/extracted/data_extracted/data/image/54/189/2008/ece875a972ce85.jpg,37,31,83.78
52,54,Buck,190,Regal,../../compcars_cctv/extracted/data_extracted/data/image/54/190,../../compcars_cctv/extracted/data_extracted/data/image/54/190/2010/281b195cf8bbc6.jpg,74,53,71.62
53,54,Buck,191,Regal GS,../../compcars_cctv/extracted/data_extracted/data/image/54/191,../../compcars_cctv/extracted/data_extracted/data/image/54/191/2013/a39cae226b6389.jpg,34,31,91.18
54,54,Buck,192,Lacrosse,../../compcars_cctv/extracted/data_extracted/data/image/54/192,../../compcars_cctv/extracted/data_extracted/data/image/54/192/2010/2b7509edcc7342.jpg,89,64,71.91
55,54,Buck,194,Exclle,../../compcars_cctv/extracted/data_extracted/data/image/54/194,../../compcars_cctv/extracted/data_extracted/data/image/54/194/2013/7e4f35e3b8cc08.jpg,29,20,68.97
56,54,Buck,196,EXCELLE  GT,../../compcars_cctv/extracted/data_extracted/data/image/54/196,../../compcars_cctv/extracted/data_extracted/data/image/54/196/2012/7b82a39e9e82b3.jpg,45,30,66.67
57,54,Buck,197,EXCELLE  XT,../../compcars_cctv/extracted/data_extracted/data/image/54/197,../../compcars_cctv/extracted/data_extracted/data/image/54/197/2013/78f4e977db1b10.jpg,45,33,73.33
58,54,Buck,202,Enclave,../../compcars_cctv/extracted/data_extracted/data/image/54/202,../../compcars_cctv/extracted/data_extracted/data/image/54/202/2013/e904768142f9db.jpg,19,9,47.37
59,100,Honda,211,Crosstour,../../compcars_cctv/extracted/data_extracted/data/image/100/211,../../compcars_cctv/extracted/data_extracted/data/image/100/211/2012/2b837132e9f47b.jpg,37,20,54.05
60,100,Honda,212,Crider,../../compcars_cctv/extracted/data_extracted/data/image/100/212,../../compcars_cctv/extracted/data_extracted/data/image/100/212/2013/957efee8fdee80.jpg,12,7,58.33
61,100,Honda,213,Accord,../../compcars_cctv/extracted/data_extracted/data/image/100/213,../../compcars_cctv/extracted/data_extracted/data/image/100/213/2013/2e2bdf9c6e317c.jpg,72,40,55.56
62,100,Honda,249,Jade,../../compcars_cctv/extracted/data_extracted/data/image/100/249,../../compcars_cctv/extracted/data_extracted/data/image/100/249/2013/a0b678ea6810ba.jpg,14,8,57.14
63,100,Honda,250,Spirior,../../compcars_cctv/extracted/data_extracted/data/image/100/250,../../compcars_cctv/extracted/data_extracted/data/image/100/250/2013/7418b9ad096ef0.jpg,22,10,45.45
64,100,Honda,251,Civic,../../compcars_cctv/extracted/data_extracted/data/image/100/251,../../compcars_cctv/extracted/data_extracted/data/image/100/251/2009/6a08e2196f0282.jpg,78,34,43.59
65,100,Honda,252,Honda CR-V,../../compcars_cctv/extracted/data_extracted/data/image/100/252,../../compcars_cctv/extracted/data_extracted/data/image/100/252/2013/32b66ac3539f00.jpg,35,26,74.29
66,102,Peugeot,254,Peugeot 2008,../../compcars_cctv/extracted/data_extracted/data/image/102/254,../../compcars_cctv/extracted/data_extracted/data/image/102/254/2014/2334005a0baa12.jpg,24,15,62.5
67,102,Peugeot,255,Peugeot 207 hatchback,../../compcars_cctv/extracted/data_extracted/data/image/102/255,../../compcars_cctv/extracted/data_extracted/data/image/102/255/2010/d89e9dbefac39a.jpg,33,19,57.58
68,102,Peugeot,256,Peugeot 207 sedan,../../compcars_cctv/extracted/data_extracted/data/image/102/256,../../compcars_cctv/extracted/data_extracted/data/image/102/256/2010/41d66c6ae655b5.jpg,42,10,23.81
69,102,Peugeot,257,Peugeot 3008,../../compcars_cctv/extracted/data_extracted/data/image/102/257,../../compcars_cctv/extracted/data_extracted/data/image/102/257/2014/798f4f458c3c16.jpg,27,12,44.44
70,102,Peugeot,258,Peugeot 301,../../compcars_cctv/extracted/data_extracted/data/image/102/258,../../compcars_cctv/extracted/data_extracted/data/image/102/258/2014/5d4e893384ee90.jpg,20,14,70.0
71,102,Peugeot,259,Peugeot 307 hatchback,../../compcars_cctv/extracted/data_extracted/data/image/102/259,../../compcars_cctv/extracted/data_extracted/data/image/102/259/2012/97d83c9bf4c466.jpg,29,23,79.31
72,102,Peugeot,260,Peugeot 307 sedan,../../compcars_cctv/extracted/data_extracted/data/image/102/260,../../compcars_cctv/extracted/data_extracted/data/image/102/260/2010/5b7f4b1ab322aa.jpg,13,10,76.92
73,102,Peugeot,261,Peugeot 308,../../compcars_cctv/extracted/data_extracted/data/image/102/261,../../compcars_cctv/extracted/data_extracted/data/image/102/261/2012/8e60e151f89c21.jpg,36,30,83.33
74,102,Peugeot,262,Peugeot 408,../../compcars_cctv/extracted/data_extracted/data/image/102/262,../../compcars_cctv/extracted/data_extracted/data/image/102/262/2010/4a7a53acc90646.jpg,62,48,77.42
75,102,Peugeot,263,Peugeot 508,../../compcars_cctv/extracted/data_extracted/data/image/102/263,../../compcars_cctv/extracted/data_extracted/data/image/102/263/2013/6d7d1d16fb9884.jpg,43,28,65.12
76,102,Peugeot,266,Peugeot 207CC,../../compcars_cctv/extracted/data_extracted/data/image/102/266,../../compcars_cctv/extracted/data_extracted/data/image/102/266/2011/b2eb3226e0cd5e.jpg,25,16,64.0
77,102,Peugeot,267,Peugeot 308SW,../../compcars_cctv/extracted/data_extracted/data/image/102/267,../../compcars_cctv/extracted/data_extracted/data/image/102/267/2013/903133d1dbec6f.jpg,20,12,60.0
78,102,Peugeot,268,Peugeot 4008,../../compcars_cctv/extracted/data_extracted/data/image/102/268,../../compcars_cctv/extracted/data_extracted/data/image/102/268/2013/8b861576d1c447.jpg,21,16,76.19
79,102,Peugeot,269,Peugeot RCZ,../../compcars_cctv/extracted/data_extracted/data/image/102/269,../../compcars_cctv/extracted/data_extracted/data/image/102/269/2013/bbc4be7e4018d0.jpg,30,15,50.0
80,102,Peugeot,293,Peugeot 308CC,../../compcars_cctv/extracted/data_extracted/data/image/102/293,../../compcars_cctv/extracted/data_extracted/data/image/102/293/2012/1ee3156fea5185.jpg,25,17,68.0
81,105,BYD,294,BYD F0,../../compcars_cctv/extracted/data_extracted/data/image/105/294,../../compcars_cctv/extracted/data_extracted/data/image/105/294/2011/208e35adfe2f62.jpg,45,38,84.44
82,105,BYD,296,BYD F3R,../../compcars_cctv/extracted/data_extracted/data/image/105/296,../../compcars_cctv/extracted/data_extracted/data/image/105/296/2009/96666dbc3f4b90.jpg,33,16,48.48
83,105,BYD,297,BYD F6,../../compcars_cctv/extracted/data_extracted/data/image/105/297,../../compcars_cctv/extracted/data_extracted/data/image/105/297/2010/f4bb0062291200.jpg,21,12,57.14
84,105,BYD,298,BYD G3,../../compcars_cctv/extracted/data_extracted/data/image/105/298,../../compcars_cctv/extracted/data_extracted/data/image/105/298/2011/36b2610aeb31a3.jpg,18,8,44.44
85,105,BYD,302,BYD L3,../../compcars_cctv/extracted/data_extracted/data/image/105/302,../../compcars_cctv/extracted/data_extracted/data/image/105/302/2012/cd2d43ad262ec3.jpg,36,20,55.56
86,105,BYD,303,BYD M6,../../compcars_cctv/extracted/data_extracted/data/image/105/303,../../compcars_cctv/extracted/data_extracted/data/image/105/303/2010/77be4abfdd601a.jpg,23,20,86.96
87,105,BYD,304,BYD S6,../../compcars_cctv/extracted/data_extracted/data/image/105/304,../../compcars_cctv/extracted/data_extracted/data/image/105/304/2013/1a837796a468fb.jpg,34,23,67.65
88,48,Porsche,317,Panamera,../../compcars_cctv/extracted/data_extracted/data/image/48/317,../../compcars_cctv/extracted/data_extracted/data/image/48/317/2010/c8758b9de3d973.jpg,52,33,63.46
89,48,Porsche,319,Porsche 911,../../compcars_cctv/extracted/data_extracted/data/image/48/319,../../compcars_cctv/extracted/data_extracted/data/image/48/319/2013/7ed09dfa10d9e9.jpg,64,44,68.75
90,48,Porsche,321,Canyenne,../../compcars_cctv/extracted/data_extracted/data/image/48/321,../../compcars_cctv/extracted/data_extracted/data/image/48/321/2011/8d0eb890930507.jpg,43,25,58.14
91,48,Porsche,326,Cayman,../../compcars_cctv/extracted/data_extracted/data/image/48/326,../../compcars_cctv/extracted/data_extracted/data/image/48/326/2013/d6d52e7858022d.jpg,53,47,88.68
92,58,BAW,328,BAW E Series sedan ,../../compcars_cctv/extracted/data_extracted/data/image/58/328,../../compcars_cctv/extracted/data_extracted/data/image/58/328/2013/cfbed342f52039.jpg,12,1,8.33
93,58,BAW,342,BAW E Series hatchback,../../compcars_cctv/extracted/data_extracted/data/image/58/342,../../compcars_cctv/extracted/data_extracted/data/image/58/342/2013/b32e45bc993ea8.jpg,29,28,96.55
94,82,Baojun,343,Baojun 610,../../compcars_cctv/extracted/data_extracted/data/image/82/343,../../compcars_cctv/extracted/data_extracted/data/image/82/343/2014/1de575ae42d0c4.jpg,14,8,57.14
95,82,Baojun,344,Baojun 630,../../compcars_cctv/extracted/data_extracted/data/image/82/344,../../compcars_cctv/extracted/data_extracted/data/image/82/344/2014/717a52cdaf7587.jpg,51,44,86.27
96,82,Baojun,346,Lechi,../../compcars_cctv/extracted/data_extracted/data/image/82/346,../../compcars_cctv/extracted/data_extracted/data/image/82/346/2008/931e0dd6ea41c0.jpg,53,50,94.34
97,76,Besturn,364,Besturn B50,../../compcars_cctv/extracted/data_extracted/data/image/76/364,../../compcars_cctv/extracted/data_extracted/data/image/76/364/2009/da29f47d0c4923.jpg,56,28,50.0
98,76,Besturn,365,Besturn B90,../../compcars_cctv/extracted/data_extracted/data/image/76/365,../../compcars_cctv/extracted/data_extracted/data/image/76/365/2012/ef9456daa08ca3.jpg,29,7,24.14
99,76,Besturn,366,Besturn X80,../../compcars_cctv/extracted/data_extracted/data/image/76/366,../../compcars_cctv/extracted/data_extracted/data/image/76/366/2015/d2ade903b0feac.jpg,28,23,82.14
100,76,Besturn,367,Besturn B70,../../compcars_cctv/extracted/data_extracted/data/image/76/367,../../compcars_cctv/extracted/data_extracted/data/image/76/367/2014/daeb1b73ee8ca9.jpg,73,42,57.53
101,150,GreatWall,378,Great Wall C50,../../compcars_cctv/extracted/data_extracted/data/image/150/378,../../compcars_cctv/extracted/data_extracted/data/image/150/378/2013/eaf650b9442a6f.jpg,36,14,38.89
102,150,GreatWall,380,Great Wall M2,../../compcars_cctv/extracted/data_extracted/data/image/150/380,../../compcars_cctv/extracted/data_extracted/data/image/150/380/2010/8769f204485ee6.jpg,22,18,81.82
103,150,GreatWall,381,Great Wall M4,../../compcars_cctv/extracted/data_extracted/data/image/150/381,../../compcars_cctv/extracted/data_extracted/data/image/150/381/2012/e4b99cde06d9cc.jpg,28,26,92.86
104,150,GreatWall,382,Great Wall V80,../../compcars_cctv/extracted/data_extracted/data/image/150/382,../../compcars_cctv/extracted/data_extracted/data/image/150/382/2009/d13c2b61311ab6.jpg,39,33,84.62
105,150,GreatWall,384,Wingle 5,../../compcars_cctv/extracted/data_extracted/data/image/150/384,../../compcars_cctv/extracted/data_extracted/data/image/150/384/2013/19cb2079d2e8fc.jpg,21,17,80.95
106,150,GreatWall,391,Xuanli,../../compcars_cctv/extracted/data_extracted/data/image/150/391,../../compcars_cctv/extracted/data_extracted/data/image/150/391/2010/9f667906377af9.jpg,27,21,77.78
107,150,GreatWall,392,Xuanli CROSS,../../compcars_cctv/extracted/data_extracted/data/image/150/392,../../compcars_cctv/extracted/data_extracted/data/image/150/392/2010/4c64e05c541aa1.jpg,18,14,77.78
108,152,Changan,397,Benben,../../compcars_cctv/extracted/data_extracted/data/image/152/397,../../compcars_cctv/extracted/data_extracted/data/image/152/397/2014/7c479d485dd18e.jpg,13,11,84.62
109,152,Changan,398,Benben MINI,../../compcars_cctv/extracted/data_extracted/data/image/152/398,../../compcars_cctv/extracted/data_extracted/data/image/152/398/2012/842dfc93459d4c.jpg,40,34,85.0
110,152,Changan,399,Changan CS35,../../compcars_cctv/extracted/data_extracted/data/image/152/399,../../compcars_cctv/extracted/data_extracted/data/image/152/399/2014/707d5444734b6d.jpg,29,20,68.97
111,152,Changan,401,Changan CX20,../../compcars_cctv/extracted/data_extracted/data/image/152/401,../../compcars_cctv/extracted/data_extracted/data/image/152/401/2014/a6dd2bdbbb0300.jpg,27,19,70.37
112,152,Changan,405,Yidong,../../compcars_cctv/extracted/data_extracted/data/image/152/405,../../compcars_cctv/extracted/data_extracted/data/image/152/405/2014/4139031441992a.jpg,35,33,94.29
113,152,Changan,406,Yuexiang V3,../../compcars_cctv/extracted/data_extracted/data/image/152/406,../../compcars_cctv/extracted/data_extracted/data/image/152/406/2012/45b70fa3aa1668.jpg,13,4,30.77
114,152,Changan,407,Yuexiang V5,../../compcars_cctv/extracted/data_extracted/data/image/152/407,../../compcars_cctv/extracted/data_extracted/data/image/152/407/2012/db8975f40363f7.jpg,14,12,85.71
115,152,Changan,409,Yuexiang hatchback,../../compcars_cctv/extracted/data_extracted/data/image/152/409,../../compcars_cctv/extracted/data_extracted/data/image/152/409/2010/29a50229d811ce.jpg,14,10,71.43
116,152,Changan,410,Yuexiang sedan,../../compcars_cctv/extracted/data_extracted/data/image/152/410,../../compcars_cctv/extracted/data_extracted/data/image/152/410/2012/9d5312023fe40e.jpg,33,12,36.36
117,152,Changan,411,Zhishang XT,../../compcars_cctv/extracted/data_extracted/data/image/152/411,../../compcars_cctv/extracted/data_extracted/data/image/152/411/2013/ddbff236f0f452.jpg,11,9,81.82
118,152,Changan,412,Ruiping,../../compcars_cctv/extracted/data_extracted/data/image/152/412,../../compcars_cctv/extracted/data_extracted/data/image/152/412/2013/346364ad04a84d.jpg,10,2,20.0
119,152,Changan,413,Zhixiang,../../compcars_cctv/extracted/data_extracted/data/image/152/413,../../compcars_cctv/extracted/data_extracted/data/image/152/413/2008/12eccb8fabdb58.jpg,14,6,42.86
120,152,Changan,419,Benben LOVE,../../compcars_cctv/extracted/data_extracted/data/image/152/419,../../compcars_cctv/extracted/data_extracted/data/image/152/419/2010/e10493a601bd1e.jpg,14,10,71.43
121,73,Volkswagen,434,Cross Polo,../../compcars_cctv/extracted/data_extracted/data/image/73/434,../../compcars_cctv/extracted/data_extracted/data/image/73/434/2014/6a1e9fba672266.jpg,13,11,84.62
122,73,Volkswagen,435,Polo hatchback,../../compcars_cctv/extracted/data_extracted/data/image/73/435,../../compcars_cctv/extracted/data_extracted/data/image/73/435/2014/101020874f239f.jpg,62,34,54.84
123,73,Volkswagen,436,Polo sedan,../../compcars_cctv/extracted/data_extracted/data/image/73/436,../../compcars_cctv/extracted/data_extracted/data/image/73/436/2009/731f0128e42261.jpg,15,3,20.0
