class_index,model_id,model_name,make_id,make_name,body_type,in_surveillance,sv_model_id,sv_make_name,sv_model_name,accuracy_pct,correct_samples,test_images,train_images,total_images,folder_path
189,770,Cadillac SRX,53,Cadillac,SUV,True,219,Cadillac,Cadillac SRX,85.19,46,54,56,110,../../compcars_cctv/extracted/data_extracted/data/image/53/770
190,786,Wind Lang,160,Renault,sedan,True,205,Renault,Wind Lang,33.33,4,12,14,26,../../compcars_cctv/extracted/data_extracted/data/image/160/786
191,787,Koleos,160,Renault,SUV,True,204,Renault,Koleos,81.25,52,64,66,130,../../compcars_cctv/extracted/data_extracted/data/image/160/787
192,792,Latitude,160,Renault,sedan,False,,,,62.5,10,16,18,34,../../compcars_cctv/extracted/data_extracted/data/image/160/792
193,807,Scenic,160,Renault,MPV,False,,,,55.56,10,18,22,40,../../compcars_cctv/extracted/data_extracted/data/image/160/807
194,811,Landwind X8,155,Lufeng,SUV,True,121,Lufeng,Landwind X8,32.14,9,28,31,59,../../compcars_cctv/extracted/data_extracted/data/image/155/811
195,814,Landwind X5,155,Lufeng,SUV,False,,,,64.29,9,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/155/814
196,827,MINI,15,MINI,hatchback,False,,,,81.43,57,70,72,142,../../compcars_cctv/extracted/data_extracted/data/image/15/827
197,828,MINI CLUBMAN,15,MINI,hatchback,False,,,,92.06,58,63,67,130,../../compcars_cctv/extracted/data_extracted/data/image/15/828
198,829,MINI COUNTRYMAN,15,MINI,SUV,False,,,,80.39,41,51,55,106,../../compcars_cctv/extracted/data_extracted/data/image/15/829
199,831,MINI PACEMAN,15,MINI,SUV,False,,,,97.56,40,41,42,83,../../compcars_cctv/extracted/data_extracted/data/image/15/831
200,854,Teana,97,Nissan,sedan,True,165,Nissan,Teana,78.95,60,76,77,153,../../compcars_cctv/extracted/data_extracted/data/image/97/854
201,855,New Sylphy,97,Nissan,sedan,False,,,,42.86,9,21,24,45,../../compcars_cctv/extracted/data_extracted/data/image/97/855
202,856,Sylphy,97,Nissan,sedan,False,,,,64.52,20,31,34,65,../../compcars_cctv/extracted/data_extracted/data/image/97/856
203,857,Sunshine,97,Nissan,sedan,False,,,,64.29,18,28,32,60,../../compcars_cctv/extracted/data_extracted/data/image/97/857
204,859,Qashqai,97,Nissan,SUV,True,160,Nissan,Qashqai,45.83,33,72,73,145,../../compcars_cctv/extracted/data_extracted/data/image/97/859
205,860,Livina,97,Nissan,hatchback,False,,,,50.0,12,24,29,53,../../compcars_cctv/extracted/data_extracted/data/image/97/860
206,861,Tiida,97,Nissan,hatchback,True,161,Nissan,Tiida,66.67,14,21,25,46,../../compcars_cctv/extracted/data_extracted/data/image/97/861
207,864,Ma Chi,97,Nissan,hatchback,True,158,Nissan,Ma Chi,42.86,9,21,23,44,../../compcars_cctv/extracted/data_extracted/data/image/97/864
208,868,Nissan NV200,97,Nissan,MPV,True,163,Nissan,Nissan NV200,76.09,35,46,50,96,../../compcars_cctv/extracted/data_extracted/data/image/97/868
209,872,Nissan GT-R,97,Nissan,sports,False,,,,93.75,60,64,64,128,../../compcars_cctv/extracted/data_extracted/data/image/97/872
210,910,Fabia,95,Skoda,hatchback,True,208,Skoda,Fabia,79.03,49,62,65,127,../../compcars_cctv/extracted/data_extracted/data/image/95/910
211,911,Octavia,95,Skoda,fastback,True,209,Skoda,Octavia,74.68,59,79,82,161,../../compcars_cctv/extracted/data_extracted/data/image/95/911
212,913,Superb,95,Skoda,fastback,False,,,,35.71,5,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/95/913
213,914,Yeti,95,Skoda,SUV,False,,,,73.33,11,15,15,30,../../compcars_cctv/extracted/data_extracted/data/image/95/914
214,915,Haorui,95,Skoda,sedan,True,210,Skoda,Haorui,45.65,21,46,47,93,../../compcars_cctv/extracted/data_extracted/data/image/95/915
215,917,Rapid,95,Skoda,sedan,True,211,Skoda,Rapid,56.1,23,41,45,86,../../compcars_cctv/extracted/data_extracted/data/image/95/917
216,932,Superb Derivative,95,Skoda,estate,False,,,,69.23,18,26,29,55,../../compcars_cctv/extracted/data_extracted/data/image/95/932
217,937,Kyron,68,Shuanglong,SUV,True,225,Shuanglong,Kyron,72.73,8,11,14,25,../../compcars_cctv/extracted/data_extracted/data/image/68/937
218,953,WeaLink X5,80,Wealeak,SUV,False,,,,50.0,5,10,10,20,../../compcars_cctv/extracted/data_extracted/data/image/80/953
219,955,i30,118,Hyundai ,hatchback,True,243,Hyundai ,i30,35.71,10,28,29,57,../../compcars_cctv/extracted/data_extracted/data/image/118/955
220,956,ix35,118,Hyundai ,SUV,True,254,Hyundai ,ix35,82.61,19,23,25,48,../../compcars_cctv/extracted/data_extracted/data/image/118/956
221,957,Avante,118,Hyundai ,sedan,True,248,Hyundai ,Avante,25.0,4,16,19,35,../../compcars_cctv/extracted/data_extracted/data/image/118/957
222,958,Sonata,118,Hyundai ,sedan,False,,,,50.0,6,12,16,28,../../compcars_cctv/extracted/data_extracted/data/image/118/958
223,959,Mistra,118,Hyundai ,sedan,True,253,Hyundai ,Mistra,10.0,1,10,13,23,../../compcars_cctv/extracted/data_extracted/data/image/118/959
224,960,Moinca,118,Hyundai ,sedan,False,,,,78.57,11,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/118/960
225,961,Santafe,118,Hyundai ,SUV,True,251,Hyundai ,Santafe,39.68,25,63,67,130,../../compcars_cctv/extracted/data_extracted/data/image/118/961
226,962,Rena,118,Hyundai ,sedan,True,247,Hyundai ,Rena,40.91,9,22,24,46,../../compcars_cctv/extracted/data_extracted/data/image/118/962
227,963,Verna,118,Hyundai ,hatchback,False,,,,81.48,22,27,28,55,../../compcars_cctv/extracted/data_extracted/data/image/118/963
228,964,Sonata 8,118,Hyundai ,sedan,False,,,,80.95,17,21,24,45,../../compcars_cctv/extracted/data_extracted/data/image/118/964
229,968,Elantra Yuedong,118,Hyundai ,sedan,False,,,,24.0,6,25,28,53,../../compcars_cctv/extracted/data_extracted/data/image/118/968
230,976,Rohens,118,Hyundai ,sedan,False,,,,29.41,5,17,18,35,../../compcars_cctv/extracted/data_extracted/data/image/118/976
231,980,Equus,118,Hyundai ,sedan,False,,,,52.38,11,21,24,45,../../compcars_cctv/extracted/data_extracted/data/image/118/980
232,1004,Veloster,118,Hyundai ,hatchback,False,,,,92.59,25,27,29,56,../../compcars_cctv/extracted/data_extracted/data/image/118/1004
233,1006,Infiniti Q50,131,Infiniti,sedan,False,,,,57.14,8,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/131/1006
234,1010,Infiniti Q70L,131,Infiniti,sedan,False,,,,53.57,30,56,60,116,../../compcars_cctv/extracted/data_extracted/data/image/131/1010
235,1012,Infiniti QX50,131,Infiniti,SUV,False,,,,66.04,35,53,55,108,../../compcars_cctv/extracted/data_extracted/data/image/131/1012
236,1015,Infiniti QX70,131,Infiniti,SUV,False,,,,74.07,40,54,56,110,../../compcars_cctv/extracted/data_extracted/data/image/131/1015
237,1016,Infiniti QX80,131,Infiniti,SUV,False,,,,60.87,14,23,25,48,../../compcars_cctv/extracted/data_extracted/data/image/131/1016
238,1023,Infiniti G Class,131,Infiniti,sedan,True,120,Infiniti,Infiniti G Class,85.71,12,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/131/1023
239,1027,Zotye 5008,45,Zoyte,SUV,False,,,,76.47,13,17,19,36,../../compcars_cctv/extracted/data_extracted/data/image/45/1027
240,1065,Weizhi,27,Yiqi,sedan,True,16,Yiqi,Weizhi,50.0,7,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/27/1065
241,1066,Weizhi V2,27,Yiqi,hatchback,False,,,,77.78,14,18,20,38,../../compcars_cctv/extracted/data_extracted/data/image/27/1066
242,1068,Weizhi V5,27,Yiqi,sedan,False,,,,83.33,15,18,21,39,../../compcars_cctv/extracted/data_extracted/data/image/27/1068
243,1070,Xiali N5,27,Yiqi,sedan,False,,,,62.5,20,32,35,67,../../compcars_cctv/extracted/data_extracted/data/image/27/1070
244,1131,Chrysler 300C,50,Chrysler,sedan,True,166,Chrysler,Chrysler 300C,79.07,34,43,47,90,../../compcars_cctv/extracted/data_extracted/data/image/50/1131
245,1134,Discovery,142,LAND-ROVER,SUV,True,256,LAND-ROVER,Discovery,94.12,64,68,72,140,../../compcars_cctv/extracted/data_extracted/data/image/142/1134
246,1135,Range Rover,142,LAND-ROVER,SUV,True,258,LAND-ROVER,Range Rover,92.31,48,52,56,108,../../compcars_cctv/extracted/data_extracted/data/image/142/1135
247,1137,Evoque,142,LAND-ROVER,SUV,False,,,,82.22,37,45,48,93,../../compcars_cctv/extracted/data_extracted/data/image/142/1137
248,1138,Range Rover Sport,142,LAND-ROVER,SUV,False,,,,75.41,46,61,65,126,../../compcars_cctv/extracted/data_extracted/data/image/142/1138
249,1159,Gallardo,51,Lamorghini ,sports,False,,,,96.49,55,57,60,117,../../compcars_cctv/extracted/data_extracted/data/image/51/1159
250,1180,Forte,140,KIA,sedan,False,,,,60.87,28,46,51,97,../../compcars_cctv/extracted/data_extracted/data/image/140/1180
251,1181,KIA K2 sedan,140,KIA,sedan,False,,,,61.9,13,21,24,45,../../compcars_cctv/extracted/data_extracted/data/image/140/1181
252,1182,KIA K3,140,KIA,sedan,False,,,,42.86,6,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/140/1182
253,1183,KIA K3S,140,KIA,hatchback,False,,,,54.55,6,11,15,26,../../compcars_cctv/extracted/data_extracted/data/image/140/1183
254,1185,KIA K5,140,KIA,sedan,False,,,,73.33,22,30,33,63,../../compcars_cctv/extracted/data_extracted/data/image/140/1185
255,1188,Sportage,140,KIA,SUV,False,,,,65.38,34,52,56,108,../../compcars_cctv/extracted/data_extracted/data/image/140/1188
256,1189,Soul,140,KIA,hatchback,False,,,,79.66,47,59,63,122,../../compcars_cctv/extracted/data_extracted/data/image/140/1189
257,1190,Sportage R,140,KIA,SUV,False,,,,79.07,34,43,47,90,../../compcars_cctv/extracted/data_extracted/data/image/140/1190
258,1195,Borrego,140,KIA,SUV,True,148,KIA,Borrego,46.67,7,15,16,31,../../compcars_cctv/extracted/data_extracted/data/image/140/1195
259,1199,Shuma,140,KIA,sports,False,,,,50.0,17,34,37,71,../../compcars_cctv/extracted/data_extracted/data/image/140/1199
260,1200,Sorento,140,KIA,SUV,True,146,KIA,Sorento,62.5,35,56,57,113,../../compcars_cctv/extracted/data_extracted/data/image/140/1200
261,1221,Kaizun,140,KIA,sedan,True,144,KIA,Kaizun,54.0,27,50,54,104,../../compcars_cctv/extracted/data_extracted/data/image/140/1221
262,1222,Roewe 350,132,Roewe,sedan,True,233,Roewe,Roewe 350,81.36,48,59,61,120,../../compcars_cctv/extracted/data_extracted/data/image/132/1222
263,1224,Roewe 750,132,Roewe,sedan,True,235,Roewe,Roewe 750,87.5,21,24,27,51,../../compcars_cctv/extracted/data_extracted/data/image/132/1224
264,1229,Roewe 550,132,Roewe,sedan,False,,,,88.31,68,77,80,157,../../compcars_cctv/extracted/data_extracted/data/image/132/1229
265,1236,Impreza hatchback,94,Subaru,hatchback,False,,,,44.0,11,25,27,52,../../compcars_cctv/extracted/data_extracted/data/image/94/1236
266,1237,Impreza sedan,94,Subaru,sedan,False,,,,56.67,17,30,30,60,../../compcars_cctv/extracted/data_extracted/data/image/94/1237
267,1246,MAXUS V80xs,29,Shangqidatong,minibus,True,255,Shangqidatong,MAXUS V80xs,100.0,12,12,14,26,../../compcars_cctv/extracted/data_extracted/data/image/29/1246
268,1251,c-Elysee sedan,158,Citroen,sedan,False,,,,90.28,65,72,75,147,../../compcars_cctv/extracted/data_extracted/data/image/158/1251
269,1253,Elysee,158,Citroen,sedan,False,,,,23.08,3,13,17,30,../../compcars_cctv/extracted/data_extracted/data/image/158/1253
270,1255,Quatre hatchback,158,Citroen,hatchback,False,,,,70.18,40,57,58,115,../../compcars_cctv/extracted/data_extracted/data/image/158/1255
271,1256,Quatre sedan,158,Citroen,sedan,False,,,,64.29,45,70,72,142,../../compcars_cctv/extracted/data_extracted/data/image/158/1256
272,1257,Citroen C2,158,Citroen,hatchback,True,105,Citroen,Citroen C2,75.0,12,16,17,33,../../compcars_cctv/extracted/data_extracted/data/image/158/1257
273,1258,Citroen C4L,158,Citroen,unknown,True,102,Citroen,Citroen C4L,65.62,21,32,35,67,../../compcars_cctv/extracted/data_extracted/data/image/158/1258
274,1259,Citroen C5,158,Citroen,unknown,True,107,Citroen,Citroen C5,78.82,67,85,86,171,../../compcars_cctv/extracted/data_extracted/data/image/158/1259
275,1313,Yongyuan A380,106,Jonway,SUV,False,,,,44.44,4,9,14,23,../../compcars_cctv/extracted/data_extracted/data/image/106/1313
276,1321,Toyota RAV4,39,Toyota,SUV,True,84,Toyota,Toyota RAV4,51.72,30,58,61,119,../../compcars_cctv/extracted/data_extracted/data/image/39/1321
277,1322,Crown,39,Toyota,sedan,True,91,Toyota,Crown,31.43,11,35,39,74,../../compcars_cctv/extracted/data_extracted/data/image/39/1322
278,1325,Lcruiser,39,Toyota,SUV,False,,,,73.68,14,19,20,39,../../compcars_cctv/extracted/data_extracted/data/image/39/1325
279,1326,Prado,39,Toyota,SUV,True,87,Toyota,Prado,90.38,47,52,56,108,../../compcars_cctv/extracted/data_extracted/data/image/39/1326
280,1327,Prius,39,Toyota,hatchback,True,80,Toyota,Prius,100.0,9,9,13,22,../../compcars_cctv/extracted/data_extracted/data/image/39/1327
281,1328,Reiz,39,Toyota,sedan,True,81,Toyota,Reiz,54.55,24,44,45,89,../../compcars_cctv/extracted/data_extracted/data/image/39/1328
282,1329,Vios,39,Toyota,sedan,True,83,Toyota,Vios,63.83,30,47,48,95,../../compcars_cctv/extracted/data_extracted/data/image/39/1329
283,1330,Huaguan,39,Toyota,sedan,True,88,Toyota,Huaguan,60.53,23,38,40,78,../../compcars_cctv/extracted/data_extracted/data/image/39/1330
284,1332,Venza,39,Toyota,SUV,False,,,,54.55,12,22,25,47,../../compcars_cctv/extracted/data_extracted/data/image/39/1332
285,1333,Alphard,39,Toyota,MPV,True,79,Toyota,Alphard,64.29,9,14,17,31,../../compcars_cctv/extracted/data_extracted/data/image/39/1333
286,1335,Toyota 86,39,Toyota,sports,False,,,,60.71,17,28,32,60,../../compcars_cctv/extracted/data_extracted/data/image/39/1335
287,1386,Camry,39,Toyota,sedan,True,89,Toyota,Camry,52.08,50,96,100,196,../../compcars_cctv/extracted/data_extracted/data/image/39/1386
288,1387,Camry hybrid,39,Toyota,sedan,False,,,,69.23,9,13,17,30,../../compcars_cctv/extracted/data_extracted/data/image/39/1387
289,1389,Yaris,39,Toyota,hatchback,True,92,Toyota,Yaris,76.19,32,42,46,88,../../compcars_cctv/extracted/data_extracted/data/image/39/1389
290,1390,EZ,39,Toyota,MPV,True,94,Toyota,EZ,64.52,20,31,33,64,../../compcars_cctv/extracted/data_extracted/data/image/39/1390
291,1410,Qoros 3,138,Qoros,sedan,False,,,,68.75,11,16,20,36,../../compcars_cctv/extracted/data_extracted/data/image/138/1410
292,1417,Saboo GX5,88,GAC,SUV,False,,,,55.56,5,9,13,22,../../compcars_cctv/extracted/data_extracted/data/image/88/1417
293,1441,Haima M3,114,Haima,sedan,True,154,Haima,Haima M3,75.0,18,24,25,49,../../compcars_cctv/extracted/data_extracted/data/image/114/1441
294,1443,Haima S5,114,Haima,SUV,False,,,,57.14,8,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/114/1443
295,1444,Haima S7,114,Haima,SUV,True,150,Haima,Haima S7,84.62,11,13,15,28,../../compcars_cctv/extracted/data_extracted/data/image/114/1444
296,1445,Haimaqishi,114,Haima,SUV,False,,,,67.86,19,28,30,58,../../compcars_cctv/extracted/data_extracted/data/image/114/1445
297,1446,Haydo,114,Haima,hatchback,True,152,Haima,Haydo,67.86,19,28,31,59,../../compcars_cctv/extracted/data_extracted/data/image/114/1446
298,1447,Premacy,114,Haima,MPV,True,155,Haima,Premacy,65.0,26,40,44,84,../../compcars_cctv/extracted/data_extracted/data/image/114/1447
299,1448,Qiubite,114,Haima,hatchback,True,153,Haima,Qiubite,20.69,6,29,31,60,../../compcars_cctv/extracted/data_extracted/data/image/114/1448
300,1450,Family M5,114,Haima,sedan,False,,,,28.57,4,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/114/1450
301,1452,Lusheng E70,64,Huatai,sedan,False,,,,60.0,9,15,19,34,../../compcars_cctv/extracted/data_extracted/data/image/64/1452
302,1478,Geely SC7,69,Geely,sedan,False,,,,26.67,4,15,17,32,../../compcars_cctv/extracted/data_extracted/data/image/69/1478
303,1483,King Kong sedan,69,Geely,sedan,False,,,,38.46,15,39,43,82,../../compcars_cctv/extracted/data_extracted/data/image/69/1483
304,1486,Classic Imperial hatchback,69,Geely,hatchback,False,,,,45.71,16,35,38,73,../../compcars_cctv/extracted/data_extracted/data/image/69/1486
305,1487,Classic Imperial sedan,69,Geely,sedan,False,,,,52.0,26,50,51,101,../../compcars_cctv/extracted/data_extracted/data/image/69/1487
306,1494,Ziyoujian,69,Geely,sedan,True,241,Geely,Ziyoujian,42.11,8,19,23,42,../../compcars_cctv/extracted/data_extracted/data/image/69/1494
307,1509,Geely EC8,69,Geely,sedan,False,,,,70.83,17,24,27,51,../../compcars_cctv/extracted/data_extracted/data/image/69/1509
308,1516,Binyue,108,Jianghuai,sedan,False,,,,44.44,12,27,28,55,../../compcars_cctv/extracted/data_extracted/data/image/108/1516
309,1521,Heyue RS,108,Jianghuai,MPV,False,,,,87.3,55,63,65,128,../../compcars_cctv/extracted/data_extracted/data/image/108/1521
310,1526,Ruifeng M5,108,Jianghuai,MPV,False,,,,61.11,11,18,21,39,../../compcars_cctv/extracted/data_extracted/data/image/108/1526
311,1528,Ruifeng S5,108,Jianghuai,SUV,False,,,,38.46,5,13,15,28,../../compcars_cctv/extracted/data_extracted/data/image/108/1528
312,1530,Ruiying,108,Jianghuai,SUV,True,118,Jianghuai,Ruiying,66.67,14,21,22,43,../../compcars_cctv/extracted/data_extracted/data/image/108/1530
313,1531,Tongyue,108,Jianghuai,sedan,False,,,,45.28,24,53,56,109,../../compcars_cctv/extracted/data_extracted/data/image/108/1531
314,1543,Heyue,108,Jianghuai,sedan,True,116,Jianghuai,Heyue,24.44,11,45,46,91,../../compcars_cctv/extracted/data_extracted/data/image/108/1543
315,1554,Dahaishi,148,Jinbei,minibus,False,,,,95.24,20,21,22,43,../../compcars_cctv/extracted/data_extracted/data/image/148/1554
316,1565,Lexus CT,159,Lexus,hatchback,True,24,Lexus,Lexus CT,70.45,31,44,46,90,../../compcars_cctv/extracted/data_extracted/data/image/159/1565
317,1566,Lexus ES hybrid,159,Lexus,sedan,False,,,,50.0,7,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/159/1566
318,1567,Lexus GS,159,Lexus,sedan,True,18,Lexus,Lexus GS,39.39,13,33,35,68,../../compcars_cctv/extracted/data_extracted/data/image/159/1567
319,1568,Lexus GS hybrid,159,Lexus,sedan,False,,,,41.86,18,43,46,89,../../compcars_cctv/extracted/data_extracted/data/image/159/1568
320,1569,Lexus GX,159,Lexus,SUV,True,21,Lexus,Lexus GX,47.06,8,17,20,37,../../compcars_cctv/extracted/data_extracted/data/image/159/1569
321,1570,Lexus IS,159,Lexus,sedan,True,19,Lexus,Lexus IS,62.5,20,32,35,67,../../compcars_cctv/extracted/data_extracted/data/image/159/1570
322,1571,Lexus IS convertible ,159,Lexus,hardtop convertible,False,,,,100.0,24,24,28,52,../../compcars_cctv/extracted/data_extracted/data/image/159/1571
323,1574,Lexus LS hybrid,159,Lexus,sedan,False,,,,70.59,12,17,20,37,../../compcars_cctv/extracted/data_extracted/data/image/159/1574
324,1577,Lexus RX,159,Lexus,SUV,True,20,Lexus,Lexus RX,82.26,51,62,62,124,../../compcars_cctv/extracted/data_extracted/data/image/159/1577
325,1578,Lexus RX hybrid,159,Lexus,SUV,False,,,,50.0,11,22,25,47,../../compcars_cctv/extracted/data_extracted/data/image/159/1578
326,1587,Lexus ES,159,Lexus,sedan,True,22,Lexus,Lexus ES,28.57,4,14,17,31,../../compcars_cctv/extracted/data_extracted/data/image/159/1587
327,1590,Lifan 520,55,Lifan,sedan,True,37,Lifan,Lifan 520,53.33,8,15,17,32,../../compcars_cctv/extracted/data_extracted/data/image/55/1590
328,1595,Lifan 720,55,Lifan,sedan,False,,,,54.55,6,11,13,24,../../compcars_cctv/extracted/data_extracted/data/image/55/1595
329,1601,Lifan 320,55,Lifan,hatchback,True,39,Lifan,Lifan 320,89.19,33,37,39,76,../../compcars_cctv/extracted/data_extracted/data/image/55/1601
330,1602,Jingyue,133,Lotus,sedan,False,,,,92.31,12,13,17,30,../../compcars_cctv/extracted/data_extracted/data/image/133/1602
331,1609,Atenza,162,MAZDA,sedan,False,,,,50.0,7,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/162/1609
332,1611,Mazda CX7,162,MAZDA,SUV,True,140,MAZDA,Mazda CX7,33.33,8,24,27,51,../../compcars_cctv/extracted/data_extracted/data/image/162/1611
333,1612,Ruiyi,162,MAZDA,sedan,False,,,,62.5,20,32,35,67,../../compcars_cctv/extracted/data_extracted/data/image/162/1612
334,1613,Ruiyi coupe,162,MAZDA,fastback,False,,,,66.67,20,30,33,63,../../compcars_cctv/extracted/data_extracted/data/image/162/1613
335,1614,Mazda 6,162,MAZDA,sedan,True,138,MAZDA,Mazda 6,50.0,19,38,40,78,../../compcars_cctv/extracted/data_extracted/data/image/162/1614
336,1620,Mazda 3 abroad version,162,MAZDA,hatchback,False,,,,61.76,21,34,37,71,../../compcars_cctv/extracted/data_extracted/data/image/162/1620
337,1629,Mazda 5,162,MAZDA,MPV,True,137,MAZDA,Mazda 5,93.75,30,32,33,65,../../compcars_cctv/extracted/data_extracted/data/image/162/1629
338,1631,Mazda 2,162,MAZDA,hatchback,True,135,MAZDA,Mazda 2,76.6,36,47,47,94,../../compcars_cctv/extracted/data_extracted/data/image/162/1631
339,1632,Mazda 2 sedan,162,MAZDA,sedan,False,,,,36.36,4,11,15,26,../../compcars_cctv/extracted/data_extracted/data/image/162/1632
340,1633,Mazda 3,162,MAZDA,sedan,True,136,MAZDA,Mazda 3,34.48,10,29,31,60,../../compcars_cctv/extracted/data_extracted/data/image/162/1633
341,1634,Mazda 3 Xingcheng hatchback,162,MAZDA,sedan,False,,,,93.75,15,16,16,32,../../compcars_cctv/extracted/data_extracted/data/image/162/1634
342,1635,Mazda 3 Xingcheng sedan,162,MAZDA,sedan,False,,,,34.62,9,26,28,54,../../compcars_cctv/extracted/data_extracted/data/image/162/1635
343,1636,Mazda CX-5,162,MAZDA,SUV,True,139,MAZDA,Mazda CX-5,86.21,25,29,33,62,../../compcars_cctv/extracted/data_extracted/data/image/162/1636
344,1637,Axela sedan,162,MAZDA,sedan,False,,,,92.86,13,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/162/1637
345,1652,Eastar Cross,75,Chrey,MPV,False,,,,57.14,8,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/75/1652
346,1653,Fulwin 2 hatchback,75,Chrey,hatchback,False,,,,25.0,3,12,15,27,../../compcars_cctv/extracted/data_extracted/data/image/75/1653
347,1654,Fulwin 2 sedan,75,Chrey,fastback,False,,,,75.0,12,16,20,36,../../compcars_cctv/extracted/data_extracted/data/image/75/1654
348,1656,Chrey A3 hatchback,75,Chrey,hatchback,False,,,,93.1,27,29,31,60,../../compcars_cctv/extracted/data_extracted/data/image/75/1656
349,1657,Chrey A3 sedan,75,Chrey,sedan,False,,,,88.24,15,17,20,37,../../compcars_cctv/extracted/data_extracted/data/image/75/1657
350,1660,Chrey E5,75,Chrey,sedan,False,,,,62.96,17,27,30,57,../../compcars_cctv/extracted/data_extracted/data/image/75/1660
351,1661,Chrey QQ,75,Chrey,hatchback,False,,,,54.55,6,11,14,25,../../compcars_cctv/extracted/data_extracted/data/image/75/1661
352,1662,Chrey QQ3,75,Chrey,hatchback,False,,,,79.17,19,24,26,50,../../compcars_cctv/extracted/data_extracted/data/image/75/1662
353,1665,Chrey X1,75,Chrey,SUV,False,,,,100.0,22,22,24,46,../../compcars_cctv/extracted/data_extracted/data/image/75/1665
354,1668,Cowin 2,75,Chrey,fastback,False,,,,60.0,12,20,23,43,../../compcars_cctv/extracted/data_extracted/data/image/75/1668
355,1669,Cowin 3,75,Chrey,sedan,False,,,,38.46,5,13,15,28,../../compcars_cctv/extracted/data_extracted/data/image/75/1669
356,1671,Tiggo,75,Chrey,SUV,True,279,Chrey,Tiggo,90.2,46,51,52,103,../../compcars_cctv/extracted/data_extracted/data/image/75/1671
357,1673,Tiggo 5,75,Chrey,SUV,False,,,,53.85,7,13,17,30,../../compcars_cctv/extracted/data_extracted/data/image/75/1673
358,1683,Arrizo 7,75,Chrey,sedan,False,,,,50.0,7,14,16,30,../../compcars_cctv/extracted/data_extracted/data/image/75/1683
359,1691,Ruiqi G5,120,Ruiqi,sedan,False,,,,77.78,21,27,30,57,../../compcars_cctv/extracted/data_extracted/data/image/120/1691
360,1692,smart fortwo,26,smart,hatchback,False,,,,83.75,67,80,83,163,../../compcars_cctv/extracted/data_extracted/data/image/26/1692
361,1701,Volvo C30,111,Volvo,hatchback,True,216,Volvo,Volvo C30,81.08,60,74,76,150,../../compcars_cctv/extracted/data_extracted/data/image/111/1701
362,1702,Volvo S60,111,Volvo,sedan,True,213,Volvo,Volvo S60,62.71,37,59,61,120,../../compcars_cctv/extracted/data_extracted/data/image/111/1702
363,1703,Volvo V40,111,Volvo,hatchback,False,,,,59.38,19,32,36,68,../../compcars_cctv/extracted/data_extracted/data/image/111/1703
364,1704,Volvo V40 CrossCountry,111,Volvo,hatchback,False,,,,66.67,10,15,15,30,../../compcars_cctv/extracted/data_extracted/data/image/111/1704
365,1705,Volvo V60,111,Volvo,estate,True,215,Volvo,Volvo V60,69.39,34,49,50,99,../../compcars_cctv/extracted/data_extracted/data/image/111/1705
366,1706,Volvo XC60,111,Volvo,SUV,True,212,Volvo,Volvo XC60,81.0,81,100,105,205,../../compcars_cctv/extracted/data_extracted/data/image/111/1706
367,1707,Volvo XC90 abroad version,111,Volvo,SUV,False,,,,86.25,69,80,82,162,../../compcars_cctv/extracted/data_extracted/data/image/111/1707
368,1719,Volvo C70,111,Volvo,hardtop convertible,False,,,,79.31,23,29,31,60,../../compcars_cctv/extracted/data_extracted/data/image/111/1719
369,1720,Volvo S40,111,Volvo,sedan,True,217,Volvo,Volvo S40,48.15,13,27,32,59,../../compcars_cctv/extracted/data_extracted/data/image/111/1720
370,1721,Volvo S80L,111,Volvo,sedan,False,,,,66.67,44,66,69,135,../../compcars_cctv/extracted/data_extracted/data/image/111/1721
371,1722,Volvo S60L,111,Volvo,sedan,False,,,,55.56,15,27,30,57,../../compcars_cctv/extracted/data_extracted/data/image/111/1722
372,1786,Youyou,89,Karry,minibus,True,201,Karry,Youyou,80.0,8,10,13,23,../../compcars_cctv/extracted/data_extracted/data/image/89/1786
373,1790,Alto,149,Suzuki,hatchback,True,101,Suzuki,Alto,95.83,46,48,50,98,../../compcars_cctv/extracted/data_extracted/data/image/149/1790
374,1791,Cultus,149,Suzuki,sedan,True,95,Suzuki,Cultus,94.12,16,17,19,36,../../compcars_cctv/extracted/data_extracted/data/image/149/1791
375,1793,Tianyu SX4 hatchback,149,Suzuki,hatchback,False,,,,55.0,33,60,60,120,../../compcars_cctv/extracted/data_extracted/data/image/149/1793
376,1794,Tianyu SX4 sedan,149,Suzuki,hatchback,False,,,,53.85,7,13,16,29,../../compcars_cctv/extracted/data_extracted/data/image/149/1794
377,1795,Tianyushangyue,149,Suzuki,sedan,False,,,,86.67,13,15,19,34,../../compcars_cctv/extracted/data_extracted/data/image/149/1795
